QUOTE;AUTHOR;GENRE
I've seen Bruno Mars before, he's amazing.;Alessandra Ambrosio;amazing
Alison Lohman is an amazing actress. I was so proud to work with her.;Taryn Manning;amazing
It could be fun to sing with Prince or Michael Jackson. Justin Timberlake has an amazing new sound now.;Taryn Manning;amazing
I come back to the same thing: We've got the greatest pipeline in the company's history in the next 12 months, and we've had the most amazing financial results possible over the last five years, and we're predicting being back at double-digit revenue growth in fiscal year '06.;Steve Ballmer;amazing
You know, when I was a kid waiting on the bus, I remember that was when I imagined my life. I imagined everything that I was gonna be when I grew up and I imagined all of these amazing journeys and amazing people I'd meet. Of course, all of it has kind of come to fruition.;Glen Hansard;amazing
The real art is not to come up with extraordinary clever words but to make ordinary simple words do extraordinary things. To use the language that we all use and to make amazing things occur.;Graham Swift;amazing
There's no question 'Amazing Race' is a beautifully produced show.;Nigel Lythgoe;amazing
The most amazing thing to me about the sea is the tide. A harbour like St. Ives is totally transformed in a very short space of time by the arrival or departure of the sea.;John Dyer;amazing
If you pay attention to the world, it's an amazing place. If you don't, it's whatever you think it is.;Reggie Watts;amazing
I'm from the Madeleine L'Engle school. The more she delves into science, the more she knows there's a creator who's behind these amazing laws, these amazing events. The symmetry of nature, the structure and order of it.;Tom Shadyac;amazing
I don't think immortality is necessarily the key to understanding the world. You have to be careful with what you think you're achieving. I'm all for science discovering amazing and fantastic things about our world, but I think the motivations behind it are slightly askew.;Reggie Watts;amazing
The way that people show me love on Twitter? I don't know man. It's amazing.;T-Pain;amazing
Brains don't really smell, but what's amazing about the brain is that it's almost like scrambled eggs or soft tofu, almost like a gel. The brain controls so much of what we do, but you could put your finger right through it.;Ellen Pompeo;amazing
It's awesome to see something like 'Inception', which is just mind-blowing and amazing, and it actually resonates with the audiences. I feel like that's rare.;Danny McBride;amazing
I have an amazing relationship with my wife, but sometimes there are arguments. It happens.;Kris Allen;amazing
It's amazing, it doesn't feel like it has been 10 years since retirement.;Gabriela Sabatini;amazing
I'm definitely the most tech-savvy in my family. My wife wouldn't have a clue, as far as getting the computer working. All of my kids, it's amazing. Like everybody's kids, they're more savvy than I am, probably.;Chris O'Donnell;amazing
Emmanuel Lewis was amazing to work with. I'll love that guy to the end of time.;Corin Nemec;amazing
No matter how loud the stadium is, once you're on that field and that offense walks up to the line, it's silent. You can only hear the guys on the field. It's amazing how much concentration you can have when it's required and how powerful your mind is to give it to you.;Michael Strahan;amazing
My dream car would be a Maserati. That would be amazing.;Jordana Brewster;amazing
It was really fun being in Tara's trailer, working on my lines. Tara is such an amazing actress. She's so good at what she does. I learned a lot from watching her.;Carson Daly;amazing
Before 'Twilight,' occasionally I would get the 'Hey are you that girl from that movie?' but no one knew my first and last name. The fans of the saga are amazing, and it's very flattering.;Nikki Reed;amazing
My mom can't defend herself to the world. She is such an amazing woman, with such an open heart. It's a real hard line, and I crossed it. I took everyone's life story and assumed it would be a great thing to put on screen. I was being selfish and I feel so horrible about it. I feel so guilty.;Nikki Reed;amazing
When we'd suggested doing it, the Theatre Royal management had said, 'Nobody wants to see Waiting for Godot.' As it happened, every single ticket was booked for every single performance, and this confirmation that our judgment was right was sweet. Audiences came to us from all over the world. It was amazing.;Ian Mckellen;amazing
I was speaking to Ridley Scott the other day and he makes a film every 18 months. He's amazing really.;Adrian Lyne;amazing
There are a lot of people using technology that are playing to a click with backing vocals already stuck in there on some computerized thing that runs along in time to the show so they have these amazing vocals that are only partly the guys on stage producing them at the time.;James Young;amazing
